,video_id,view,action_type,video_start_frame,video_end_frame
808,nusar-2021_action_both_9081-b04d_9081_user_id_2021-02-12_160020,C10119_rgb,assembly,1,7211
809,nusar-2021_action_both_9081-b04d_9081_user_id_2021-02-12_160020,C10118_rgb,assembly,1,7212
810,nusar-2021_action_both_9081-b04d_9081_user_id_2021-02-12_160020,C10404_rgb,assembly,1,7211
811,nusar-2021_action_both_9044-b05b_9044_user_id_2021-02-05_163057,C10095_rgb,disassembly,1,14738
812,nusar-2021_action_both_9044-b05b_9044_user_id_2021-02-05_163057,HMC_21176623_mono10bit,disassembly,1,14741
813,nusar-2021_action_both_9044-b05b_9044_user_id_2021-02-05_163057,C10115_rgb,disassembly,1,14738
814,nusar-2021_action_both_9044-b05b_9044_user_id_2021-02-05_163057,C10390_rgb,disassembly,1,14738
815,nusar-2021_action_both_9044-b05b_9044_user_id_2021-02-05_163057,HMC_21176875_mono10bit,disassembly,1,14741
816,nusar-2021_action_both_9044-b05b_9044_user_id_2021-02-05_163057,C10395_rgb,disassembly,1,14738
817,nusar-2021_action_both_9044-b05b_9044_user_id_2021-02-05_163057,C10379_rgb,disassembly,1,14738
818,nusar-2021_action_both_9044-b05b_9044_user_id_2021-02-05_163057,HMC_21179183_mono10bit,disassembly,1,14741
819,nusar-2021_action_both_9044-b05b_9044_user_id_2021-02-05_163057,HMC_21110305_mono10bit,disassembly,1,14741
820,nusar-2021_action_both_9044-b05b_9044_user_id_2021-02-05_163057,C10119_rgb,disassembly,1,14738
821,nusar-2021_action_both_9044-b05b_9044_user_id_2021-02-05_163057,C10118_rgb,disassembly,1,14738
822,nusar-2021_action_both_9044-b05b_9044_user_id_2021-02-05_163057,C10404_rgb,disassembly,1,14738
823,nusar-2021_action_both_9024-c13b_9024_user_id_2021-02-23_150503,C10095_rgb,disassembly,1,8379
824,nusar-2021_action_both_9024-c13b_9024_user_id_2021-02-23_150503,HMC_84347414_mono10bit,disassembly,1,8382
825,nusar-2021_action_both_9024-c13b_9024_user_id_2021-02-23_150503,HMC_84358933_mono10bit,disassembly,1,8382
826,nusar-2021_action_both_9024-c13b_9024_user_id_2021-02-23_150503,HMC_84355350_mono10bit,disassembly,1,8382
827,nusar-2021_action_both_9024-c13b_9024_user_id_2021-02-23_150503,C10115_rgb,disassembly,1,8379
828,nusar-2021_action_both_9024-c13b_9024_user_id_2021-02-23_150503,C10390_rgb,disassembly,1,8378
829,nusar-2021_action_both_9024-c13b_9024_user_id_2021-02-23_150503,C10395_rgb,disassembly,1,8379
830,nusar-2021_action_both_9024-c13b_9024_user_id_2021-02-23_150503,C10379_rgb,disassembly,1,8379
831,nusar-2021_action_both_9024-c13b_9024_user_id_2021-02-23_150503,HMC_84346135_mono10bit,disassembly,1,7220
832,nusar-2021_action_both_9024-c13b_9024_user_id_2021-02-23_150503,C10119_rgb,disassembly,1,8378
833,nusar-2021_action_both_9024-c13b_9024_user_id_2021-02-23_150503,C10118_rgb,disassembly,1,8379
834,nusar-2021_action_both_9024-c13b_9024_user_id_2021-02-23_150503,C10404_rgb,disassembly,1,8378
835,nusar-2021_action_both_9023-a03_9023_user_id_2021-02-03_131031,C10095_rgb,assembly,1,12393
836,nusar-2021_action_both_9023-a03_9023_user_id_2021-02-03_131031,HMC_21176623_mono10bit,assembly,1,12414
837,nusar-2021_action_both_9023-a03_9023_user_id_2021-02-03_131031,C10115_rgb,assembly,1,12391
838,nusar-2021_action_both_9023-a03_9023_user_id_2021-02-03_131031,C10390_rgb,assembly,1,12393
839,nusar-2021_action_both_9023-a03_9023_user_id_2021-02-03_131031,HMC_21176875_mono10bit,assembly,1,12414
840,nusar-2021_action_both_9023-a03_9023_user_id_2021-02-03_131031,C10395_rgb,assembly,1,12394
841,nusar-2021_action_both_9023-a03_9023_user_id_2021-02-03_131031,C10379_rgb,assembly,1,12392
842,nusar-2021_action_both_9023-a03_9023_user_id_2021-02-03_131031,HMC_21179183_mono10bit,assembly,1,12414
843,nusar-2021_action_both_9023-a03_9023_user_id_2021-02-03_131031,HMC_21110305_mono10bit,assembly,1,12414
844,nusar-2021_action_both_9023-a03_9023_user_id_2021-02-03_131031,C10119_rgb,assembly,1,12393
845,nusar-2021_action_both_9023-a03_9023_user_id_2021-02-03_131031,C10118_rgb,assembly,1,12393
846,nusar-2021_action_both_9023-a03_9023_user_id_2021-02-03_131031,C10404_rgb,assembly,1,12393
847,nusar-2021_action_both_9053-c08b_9053_user_id_2021-02-08_140757,C10095_rgb,assembly,1,10813
848,nusar-2021_action_both_9053-c08b_9053_user_id_2021-02-08_140757,HMC_21176623_mono10bit,assembly,1,10813
849,nusar-2021_action_both_9053-c08b_9053_user_id_2021-02-08_140757,C10115_rgb,assembly,1,10813
850,nusar-2021_action_both_9053-c08b_9053_user_id_2021-02-08_140757,C10390_rgb,assembly,1,10813
851,nusar-2021_action_both_9053-c08b_9053_user_id_2021-02-08_140757,HMC_21176875_mono10bit,assembly,1,10813
852,nusar-2021_action_both_9053-c08b_9053_user_id_2021-02-08_140757,C10395_rgb,assembly,1,10813
853,nusar-2021_action_both_9053-c08b_9053_user_id_2021-02-08_140757,C10379_rgb,assembly,1,10813
854,nusar-2021_action_both_9053-c08b_9053_user_id_2021-02-08_140757,HMC_21179183_mono10bit,assembly,1,10813
855,nusar-2021_action_both_9053-c08b_9053_user_id_2021-02-08_140757,HMC_21110305_mono10bit,assembly,1,10813
856,nusar-2021_action_both_9053-c08b_9053_user_id_2021-02-08_140757,C10119_rgb,assembly,1,10813
857,nusar-2021_action_both_9053-c08b_9053_user_id_2021-02-08_140757,C10118_rgb,assembly,1,10813
858,nusar-2021_action_both_9053-c08b_9053_user_id_2021-02-08_140757,C10404_rgb,assembly,1,10813
859,nusar-2021_action_both_9043-b03b_9043_user_id_2021-02-05_133926,C10095_rgb,disassembly,1,8523
860,nusar-2021_action_both_9043-b03b_9043_user_id_2021-02-05_133926,HMC_21176623_mono10bit,disassembly,1,8526
861,nusar-2021_action_both_9043-b03b_9043_user_id_2021-02-05_133926,C10115_rgb,disassembly,1,8523
862,nusar-2021_action_both_9043-b03b_9043_user_id_2021-02-05_133926,C10390_rgb,disassembly,1,8523
863,nusar-2021_action_both_9043-b03b_9043_user_id_2021-02-05_133926,HMC_21176875_mono10bit,disassembly,1,8526
864,nusar-2021_action_both_9043-b03b_9043_user_id_2021-02-05_133926,C10395_rgb,disassembly,1,8523
865,nusar-2021_action_both_9043-b03b_9043_user_id_2021-02-05_133926,C10379_rgb,disassembly,1,8522
866,nusar-2021_action_both_9043-b03b_9043_user_id_2021-02-05_133926,HMC_21179183_mono10bit,disassembly,1,8526
867,nusar-2021_action_both_9043-b03b_9043_user_id_2021-02-05_133926,HMC_21110305_mono10bit,disassembly,1,8526
868,nusar-2021_action_both_9043-b03b_9043_user_id_2021-02-05_133926,C10119_rgb,disassembly,1,8523
869,nusar-2021_action_both_9043-b03b_9043_user_id_2021-02-05_133926,C10118_rgb,disassembly,1,8523
870,nusar-2021_action_both_9043-b03b_9043_user_id_2021-02-05_133926,C10404_rgb,disassembly,1,8522
871,nusar-2021_action_both_9076-a13_9076_user_id_2021-02-12_104816,C10095_rgb,assembly,1,26435
872,nusar-2021_action_both_9076-a13_9076_user_id_2021-02-12_104816,HMC_21176623_mono10bit,assembly,1,26437
873,nusar-2021_action_both_9076-a13_9076_user_id_2021-02-12_104816,C10115_rgb,assembly,1,26432
874,nusar-2021_action_both_9076-a13_9076_user_id_2021-02-12_104816,C10390_rgb,assembly,1,26435
875,nusar-2021_action_both_9076-a13_9076_user_id_2021-02-12_104816,HMC_21176875_mono10bit,assembly,1,26437
876,nusar-2021_action_both_9076-a13_9076_user_id_2021-02-12_104816,C10395_rgb,assembly,1,26433
877,nusar-2021_action_both_9076-a13_9076_user_id_2021-02-12_104816,C10379_rgb,assembly,1,26433
878,nusar-2021_action_both_9076-a13_9076_user_id_2021-02-12_104816,HMC_21179183_mono10bit,assembly,1,26437
879,nusar-2021_action_both_9076-a13_9076_user_id_2021-02-12_104816,HMC_21110305_mono10bit,assembly,1,26437
880,nusar-2021_action_both_9076-a13_9076_user_id_2021-02-12_104816,C10119_rgb,assembly,1,26433
881,nusar-2021_action_both_9076-a13_9076_user_id_2021-02-12_104816,C10118_rgb,assembly,1,26432
882,nusar-2021_action_both_9076-a13_9076_user_id_2021-02-12_104816,C10404_rgb,assembly,1,26434
883,nusar-2021_action_both_9022-c03e_9022_user_id_2021-02-23_111647,C10095_rgb,disassembly,1,7109
884,nusar-2021_action_both_9022-c03e_9022_user_id_2021-02-23_111647,HMC_84347414_mono10bit,disassembly,1,7111
885,nusar-2021_action_both_9022-c03e_9022_user_id_2021-02-23_111647,HMC_84358933_mono10bit,disassembly,1,7111
886,nusar-2021_action_both_9022-c03e_9022_user_id_2021-02-23_111647,HMC_84355350_mono10bit,disassembly,1,7111
887,nusar-2021_action_both_9022-c03e_9022_user_id_2021-02-23_111647,C10115_rgb,disassembly,1,7110
888,nusar-2021_action_both_9022-c03e_9022_user_id_2021-02-23_111647,C10390_rgb,disassembly,1,7111
889,nusar-2021_action_both_9022-c03e_9022_user_id_2021-02-23_111647,C10395_rgb,disassembly,1,7111
890,nusar-2021_action_both_9022-c03e_9022_user_id_2021-02-23_111647,C10379_rgb,disassembly,1,7110
891,nusar-2021_action_both_9022-c03e_9022_user_id_2021-02-23_111647,HMC_84346135_mono10bit,disassembly,1,7111
892,nusar-2021_action_both_9022-c03e_9022_user_id_2021-02-23_111647,C10119_rgb,disassembly,1,7111
893,nusar-2021_action_both_9022-c03e_9022_user_id_2021-02-23_111647,C10118_rgb,disassembly,1,7111
894,nusar-2021_action_both_9022-c03e_9022_user_id_2021-02-23_111647,C10404_rgb,disassembly,1,7111
895,nusar-2021_action_both_9061-c13d_9061_user_id_2021-02-09_143830,C10095_rgb,disassembly,1,9631
896,nusar-2021_action_both_9061-c13d_9061_user_id_2021-02-09_143830,C10115_rgb,disassembly,1,9632
897,nusar-2021_action_both_9061-c13d_9061_user_id_2021-02-09_143830,C10390_rgb,disassembly,1,9633
898,nusar-2021_action_both_9061-c13d_9061_user_id_2021-02-09_143830,C10395_rgb,disassembly,1,9633
899,nusar-2021_action_both_9061-c13d_9061_user_id_2021-02-09_143830,C10379_rgb,disassembly,1,9632
900,nusar-2021_action_both_9061-c13d_9061_user_id_2021-02-09_143830,C10119_rgb,disassembly,1,9633
901,nusar-2021_action_both_9061-c13d_9061_user_id_2021-02-09_143830,C10118_rgb,disassembly,1,9633
902,nusar-2021_action_both_9061-c13d_9061_user_id_2021-02-09_143830,C10404_rgb,disassembly,1,9633
903,nusar-2021_action_both_9015-b05b_9015_user_id_2021-02-02_161800,C10095_rgb,disassembly,1,17396
904,nusar-2021_action_both_9015-b05b_9015_user_id_2021-02-02_161800,HMC_21176623_mono10bit,disassembly,1,17397
905,nusar-2021_action_both_9015-b05b_9015_user_id_2021-02-02_161800,C10115_rgb,disassembly,1,17395
906,nusar-2021_action_both_9015-b05b_9015_user_id_2021-02-02_161800,C10390_rgb,disassembly,1,17396
907,nusar-2021_action_both_9015-b05b_9015_user_id_2021-02-02_161800,HMC_21176875_mono10bit,disassembly,1,17397
908,nusar-2021_action_both_9015-b05b_9015_user_id_2021-02-02_161800,C10395_rgb,disassembly,1,17394
909,nusar-2021_action_both_9015-b05b_9015_user_id_2021-02-02_161800,C10379_rgb,disassembly,1,17396
910,nusar-2021_action_both_9015-b05b_9015_user_id_2021-02-02_161800,HMC_21179183_mono10bit,disassembly,1,17397
911,nusar-2021_action_both_9015-b05b_9015_user_id_2021-02-02_161800,HMC_21110305_mono10bit,disassembly,1,17397
912,nusar-2021_action_both_9015-b05b_9015_user_id_2021-02-02_161800,C10119_rgb,disassembly,1,17396
913,nusar-2021_action_both_9015-b05b_9015_user_id_2021-02-02_161800,C10118_rgb,disassembly,1,17395
914,nusar-2021_action_both_9015-b05b_9015_user_id_2021-02-02_161800,C10404_rgb,disassembly,1,17396
915,nusar-2021_action_both_9056-c10b_9056_user_id_2021-02-09_105117,C10095_rgb,assembly,1,55399
916,nusar-2021_action_both_9056-c10b_9056_user_id_2021-02-09_105117,HMC_21176623_mono10bit,assembly,1,55404
917,nusar-2021_action_both_9056-c10b_9056_user_id_2021-02-09_105117,C10115_rgb,assembly,1,55399
918,nusar-2021_action_both_9056-c10b_9056_user_id_2021-02-09_105117,C10390_rgb,assembly,1,55394
919,nusar-2021_action_both_9056-c10b_9056_user_id_2021-02-09_105117,HMC_21176875_mono10bit,assembly,1,55404
920,nusar-2021_action_both_9056-c10b_9056_user_id_2021-02-09_105117,C10395_rgb,assembly,1,55393
921,nusar-2021_action_both_9056-c10b_9056_user_id_2021-02-09_105117,C10379_rgb,assembly,1,55398
922,nusar-2021_action_both_9056-c10b_9056_user_id_2021-02-09_105117,HMC_21179183_mono10bit,assembly,1,55404
923,nusar-2021_action_both_9056-c10b_9056_user_id_2021-02-09_105117,HMC_21110305_mono10bit,assembly,1,55404
924,nusar-2021_action_both_9056-c10b_9056_user_id_2021-02-09_105117,C10119_rgb,assembly,1,55397
925,nusar-2021_action_both_9056-c10b_9056_user_id_2021-02-09_105117,C10118_rgb,assembly,1,55391
926,nusar-2021_action_both_9056-c10b_9056_user_id_2021-02-09_105117,C10404_rgb,assembly,1,55396
927,nusar-2021_action_both_9065-a24_9095_user_id_2021-02-17_121359,C10095_rgb,assembly,1,12345
928,nusar-2021_action_both_9065-a24_9095_user_id_2021-02-17_121359,HMC_84347414_mono10bit,assembly,1,12345
929,nusar-2021_action_both_9065-a24_9095_user_id_2021-02-17_121359,HMC_84358933_mono10bit,assembly,1,12345
930,nusar-2021_action_both_9065-a24_9095_user_id_2021-02-17_121359,HMC_84355350_mono10bit,assembly,1,12345
931,nusar-2021_action_both_9065-a24_9095_user_id_2021-02-17_121359,C10115_rgb,assembly,1,12345
932,nusar-2021_action_both_9065-a24_9095_user_id_2021-02-17_121359,C10390_rgb,assembly,1,12345
933,nusar-2021_action_both_9065-a24_9095_user_id_2021-02-17_121359,C10395_rgb,assembly,1,12345
934,nusar-2021_action_both_9065-a24_9095_user_id_2021-02-17_121359,C10379_rgb,assembly,1,12345
935,nusar-2021_action_both_9065-a24_9095_user_id_2021-02-17_121359,HMC_84346135_mono10bit,assembly,1,12345
936,nusar-2021_action_both_9065-a24_9095_user_id_2021-02-17_121359,C10119_rgb,assembly,1,12345
937,nusar-2021_action_both_9065-a24_9095_user_id_2021-02-17_121359,C10118_rgb,assembly,1,12345
938,nusar-2021_action_both_9065-a24_9095_user_id_2021-02-17_121359,C10404_rgb,assembly,1,12345
939,nusar-2021_action_both_9021-a29_9021_user_id_2021-02-23_094113,C10095_rgb,disassembly,1,7583
940,nusar-2021_action_both_9021-a29_9021_user_id_2021-02-23_094113,HMC_84347414_mono10bit,disassembly,1,7591
941,nusar-2021_action_both_9021-a29_9021_user_id_2021-02-23_094113,HMC_84358933_mono10bit,disassembly,1,7591
942,nusar-2021_action_both_9021-a29_9021_user_id_2021-02-23_094113,HMC_84355350_mono10bit,disassembly,1,7591
943,nusar-2021_action_both_9021-a29_9021_user_id_2021-02-23_094113,C10115_rgb,disassembly,1,7586
944,nusar-2021_action_both_9021-a29_9021_user_id_2021-02-23_094113,C10390_rgb,disassembly,1,7584
945,nusar-2021_action_both_9021-a29_9021_user_id_2021-02-23_094113,C10395_rgb,disassembly,1,7584
946,nusar-2021_action_both_9021-a29_9021_user_id_2021-02-23_094113,C10379_rgb,disassembly,1,7584
947,nusar-2021_action_both_9021-a29_9021_user_id_2021-02-23_094113,HMC_84346135_mono10bit,disassembly,1,7591
948,nusar-2021_action_both_9021-a29_9021_user_id_2021-02-23_094113,C10119_rgb,disassembly,1,7585
949,nusar-2021_action_both_9021-a29_9021_user_id_2021-02-23_094113,C10118_rgb,disassembly,1,7585
950,nusar-2021_action_both_9021-a29_9021_user_id_2021-02-23_094113,C10404_rgb,disassembly,1,7584
951,nusar-2021_action_both_9056-c13a_9056_user_id_2021-02-22_145733,C10095_rgb,disassembly,1,11682
952,nusar-2021_action_both_9056-c13a_9056_user_id_2021-02-22_145733,HMC_84347414_mono10bit,disassembly,1,11697
953,nusar-2021_action_both_9056-c13a_9056_user_id_2021-02-22_145733,HMC_84358933_mono10bit,disassembly,1,11697
954,nusar-2021_action_both_9056-c13a_9056_user_id_2021-02-22_145733,HMC_84355350_mono10bit,disassembly,1,11696
955,nusar-2021_action_both_9056-c13a_9056_user_id_2021-02-22_145733,C10115_rgb,disassembly,1,11681
956,nusar-2021_action_both_9056-c13a_9056_user_id_2021-02-22_145733,C10390_rgb,disassembly,1,11683
957,nusar-2021_action_both_9056-c13a_9056_user_id_2021-02-22_145733,C10395_rgb,disassembly,1,11681
958,nusar-2021_action_both_9056-c13a_9056_user_id_2021-02-22_145733,C10379_rgb,disassembly,1,11682
959,nusar-2021_action_both_9056-c13a_9056_user_id_2021-02-22_145733,HMC_84346135_mono10bit,disassembly,1,11697
960,nusar-2021_action_both_9056-c13a_9056_user_id_2021-02-22_145733,C10119_rgb,disassembly,1,11682
961,nusar-2021_action_both_9056-c13a_9056_user_id_2021-02-22_145733,C10118_rgb,disassembly,1,11682
962,nusar-2021_action_both_9056-c13a_9056_user_id_2021-02-22_145733,C10404_rgb,disassembly,1,11682
963,nusar-2021_action_both_9042-b05c_9042_user_id_2021-02-05_115957,C10095_rgb,assembly,1,14000
964,nusar-2021_action_both_9042-b05c_9042_user_id_2021-02-05_115957,HMC_21176623_mono10bit,assembly,1,14002
965,nusar-2021_action_both_9042-b05c_9042_user_id_2021-02-05_115957,C10115_rgb,assembly,1,14000
966,nusar-2021_action_both_9042-b05c_9042_user_id_2021-02-05_115957,C10390_rgb,assembly,1,14000
967,nusar-2021_action_both_9042-b05c_9042_user_id_2021-02-05_115957,HMC_21176875_mono10bit,assembly,1,14001
968,nusar-2021_action_both_9042-b05c_9042_user_id_2021-02-05_115957,C10395_rgb,assembly,1,14000
969,nusar-2021_action_both_9042-b05c_9042_user_id_2021-02-05_115957,C10379_rgb,assembly,1,14000
970,nusar-2021_action_both_9042-b05c_9042_user_id_2021-02-05_115957,HMC_21179183_mono10bit,assembly,1,14002
971,nusar-2021_action_both_9042-b05c_9042_user_id_2021-02-05_115957,HMC_21110305_mono10bit,assembly,1,14002
972,nusar-2021_action_both_9042-b05c_9042_user_id_2021-02-05_115957,C10119_rgb,assembly,1,14000
973,nusar-2021_action_both_9042-b05c_9042_user_id_2021-02-05_115957,C10118_rgb,assembly,1,14000
974,nusar-2021_action_both_9042-b05c_9042_user_id_2021-02-05_115957,C10404_rgb,assembly,1,14000
975,nusar-2021_action_both_9045-c13e_9045_user_id_2021-02-19_134158,C10095_rgb,disassembly,1,11840
976,nusar-2021_action_both_9045-c13e_9045_user_id_2021-02-19_134158,HMC_84347414_mono10bit,disassembly,1,11845
977,nusar-2021_action_both_9045-c13e_9045_user_id_2021-02-19_134158,HMC_84358933_mono10bit,disassembly,1,11845
978,nusar-2021_action_both_9045-c13e_9045_user_id_2021-02-19_134158,HMC_84355350_mono10bit,disassembly,1,11845
979,nusar-2021_action_both_9045-c13e_9045_user_id_2021-02-19_134158,C10115_rgb,disassembly,1,11840
980,nusar-2021_action_both_9045-c13e_9045_user_id_2021-02-19_134158,C10390_rgb,disassembly,1,11840
981,nusar-2021_action_both_9045-c13e_9045_user_id_2021-02-19_134158,C10395_rgb,disassembly,1,11840
982,nusar-2021_action_both_9045-c13e_9045_user_id_2021-02-19_134158,C10379_rgb,disassembly,1,11840
983,nusar-2021_action_both_9045-c13e_9045_user_id_2021-02-19_134158,HMC_84346135_mono10bit,disassembly,1,11845
984,nusar-2021_action_both_9045-c13e_9045_user_id_2021-02-19_134158,C10119_rgb,disassembly,1,11840
985,nusar-2021_action_both_9045-c13e_9045_user_id_2021-02-19_134158,C10118_rgb,disassembly,1,11840
986,nusar-2021_action_both_9045-c13e_9045_user_id_2021-02-19_134158,C10404_rgb,disassembly,1,11840
987,nusar-2021_action_both_9034-b04c_9034_user_id_2021-02-04_155013,C10095_rgb,disassembly,1,11957
988,nusar-2021_action_both_9034-b04c_9034_user_id_2021-02-04_155013,HMC_21176623_mono10bit,disassembly,1,11977
989,nusar-2021_action_both_9034-b04c_9034_user_id_2021-02-04_155013,C10115_rgb,disassembly,1,11955
990,nusar-2021_action_both_9034-b04c_9034_user_id_2021-02-04_155013,C10390_rgb,disassembly,1,11957
991,nusar-2021_action_both_9034-b04c_9034_user_id_2021-02-04_155013,HMC_21176875_mono10bit,disassembly,1,11977
992,nusar-2021_action_both_9034-b04c_9034_user_id_2021-02-04_155013,C10395_rgb,disassembly,1,11956
993,nusar-2021_action_both_9034-b04c_9034_user_id_2021-02-04_155013,C10379_rgb,disassembly,1,11954
994,nusar-2021_action_both_9034-b04c_9034_user_id_2021-02-04_155013,HMC_21179183_mono10bit,disassembly,1,11977
995,nusar-2021_action_both_9034-b04c_9034_user_id_2021-02-04_155013,HMC_21110305_mono10bit,disassembly,1,11977
996,nusar-2021_action_both_9034-b04c_9034_user_id_2021-02-04_155013,C10119_rgb,disassembly,1,11956
997,nusar-2021_action_both_9034-b04c_9034_user_id_2021-02-04_155013,C10118_rgb,disassembly,1,11956
998,nusar-2021_action_both_9034-b04c_9034_user_id_2021-02-04_155013,C10404_rgb,disassembly,1,11957
999,nusar-2021_action_both_9056-c09a_9056_user_id_2021-02-22_140419,C10095_rgb,disassembly,1,12274
1000,nusar-2021_action_both_9056-c09a_9056_user_id_2021-02-22_140419,HMC_84347414_mono10bit,disassembly,1,12284
1001,nusar-2021_action_both_9056-c09a_9056_user_id_2021-02-22_140419,HMC_84358933_mono10bit,disassembly,1,12284
1002,nusar-2021_action_both_9056-c09a_9056_user_id_2021-02-22_140419,HMC_84355350_mono10bit,disassembly,1,12284
1003,nusar-2021_action_both_9056-c09a_9056_user_id_2021-02-22_140419,C10115_rgb,disassembly,1,12275
1004,nusar-2021_action_both_9056-c09a_9056_user_id_2021-02-22_140419,C10390_rgb,disassembly,1,12274
1005,nusar-2021_action_both_9056-c09a_9056_user_id_2021-02-22_140419,C10395_rgb,disassembly,1,12274
1006,nusar-2021_action_both_9056-c09a_9056_user_id_2021-02-22_140419,C10379_rgb,disassembly,1,12275
1007,nusar-2021_action_both_9056-c09a_9056_user_id_2021-02-22_140419,HMC_84346135_mono10bit,disassembly,1,12284
1008,nusar-2021_action_both_9056-c09a_9056_user_id_2021-02-22_140419,C10119_rgb,disassembly,1,12274
1009,nusar-2021_action_both_9056-c09a_9056_user_id_2021-02-22_140419,C10118_rgb,disassembly,1,12274
1010,nusar-2021_action_both_9056-c09a_9056_user_id_2021-02-22_140419,C10404_rgb,disassembly,1,12275
1011,nusar-2021_action_both_9052-c14a_9052_user_id_2021-02-25_170706,C10095_rgb,disassembly,1,11242
1012,nusar-2021_action_both_9052-c14a_9052_user_id_2021-02-25_170706,HMC_84347414_mono10bit,disassembly,1,11243
1013,nusar-2021_action_both_9052-c14a_9052_user_id_2021-02-25_170706,HMC_84358933_mono10bit,disassembly,1,11243
1014,nusar-2021_action_both_9052-c14a_9052_user_id_2021-02-25_170706,HMC_84355350_mono10bit,disassembly,1,11243
1015,nusar-2021_action_both_9052-c14a_9052_user_id_2021-02-25_170706,C10115_rgb,disassembly,1,11242
1016,nusar-2021_action_both_9052-c14a_9052_user_id_2021-02-25_170706,C10390_rgb,disassembly,1,11242
1017,nusar-2021_action_both_9052-c14a_9052_user_id_2021-02-25_170706,C10395_rgb,disassembly,1,11242
1018,nusar-2021_action_both_9052-c14a_9052_user_id_2021-02-25_170706,C10379_rgb,disassembly,1,11242
1019,nusar-2021_action_both_9052-c14a_9052_user_id_2021-02-25_170706,HMC_84346135_mono10bit,disassembly,1,11243
1020,nusar-2021_action_both_9052-c14a_9052_user_id_2021-02-25_170706,C10119_rgb,disassembly,1,11242
1021,nusar-2021_action_both_9052-c14a_9052_user_id_2021-02-25_170706,C10118_rgb,disassembly,1,11242
1022,nusar-2021_action_both_9052-c14a_9052_user_id_2021-02-25_170706,C10404_rgb,disassembly,1,11242
1023,nusar-2021_action_both_9024-c09b_9024_user_id_2021-02-03_143716,C10095_rgb,assembly,1,15677
1024,nusar-2021_action_both_9024-c09b_9024_user_id_2021-02-03_143716,C10115_rgb,assembly,1,15678
1025,nusar-2021_action_both_9024-c09b_9024_user_id_2021-02-03_143716,C10390_rgb,assembly,1,15678
1026,nusar-2021_action_both_9024-c09b_9024_user_id_2021-02-03_143716,C10395_rgb,assembly,1,15678
1027,nusar-2021_action_both_9024-c09b_9024_user_id_2021-02-03_143716,C10379_rgb,assembly,1,15678
1028,nusar-2021_action_both_9024-c09b_9024_user_id_2021-02-03_143716,C10119_rgb,assembly,1,15678
1029,nusar-2021_action_both_9024-c09b_9024_user_id_2021-02-03_143716,C10118_rgb,assembly,1,15677
1030,nusar-2021_action_both_9024-c09b_9024_user_id_2021-02-03_143716,C10404_rgb,assembly,1,15677
1031,nusar-2021_action_both_9085-b05c_9085_user_id_2021-02-22_173439,C10095_rgb,disassembly,1,10562
1032,nusar-2021_action_both_9085-b05c_9085_user_id_2021-02-22_173439,HMC_84347414_mono10bit,disassembly,1,10569
1033,nusar-2021_action_both_9085-b05c_9085_user_id_2021-02-22_173439,HMC_84358933_mono10bit,disassembly,1,10569
1034,nusar-2021_action_both_9085-b05c_9085_user_id_2021-02-22_173439,HMC_84355350_mono10bit,disassembly,1,10569
1035,nusar-2021_action_both_9085-b05c_9085_user_id_2021-02-22_173439,C10115_rgb,disassembly,1,10562
1036,nusar-2021_action_both_9085-b05c_9085_user_id_2021-02-22_173439,C10390_rgb,disassembly,1,10563
1037,nusar-2021_action_both_9085-b05c_9085_user_id_2021-02-22_173439,C10395_rgb,disassembly,1,10563
1038,nusar-2021_action_both_9085-b05c_9085_user_id_2021-02-22_173439,C10379_rgb,disassembly,1,10562
1039,nusar-2021_action_both_9085-b05c_9085_user_id_2021-02-22_173439,HMC_84346135_mono10bit,disassembly,1,10569
1040,nusar-2021_action_both_9085-b05c_9085_user_id_2021-02-22_173439,C10119_rgb,disassembly,1,10563
1041,nusar-2021_action_both_9085-b05c_9085_user_id_2021-02-22_173439,C10118_rgb,disassembly,1,10563
1042,nusar-2021_action_both_9085-b05c_9085_user_id_2021-02-22_173439,C10404_rgb,disassembly,1,10563
1043,nusar-2021_action_both_9014-a12_9014_user_id_2021-02-02_141945,C10095_rgb,disassembly,1,12325
1044,nusar-2021_action_both_9014-a12_9014_user_id_2021-02-02_141945,HMC_21176623_mono10bit,disassembly,1,12332
1045,nusar-2021_action_both_9014-a12_9014_user_id_2021-02-02_141945,C10115_rgb,disassembly,1,12325
1046,nusar-2021_action_both_9014-a12_9014_user_id_2021-02-02_141945,C10390_rgb,disassembly,1,12324
1047,nusar-2021_action_both_9014-a12_9014_user_id_2021-02-02_141945,HMC_21176875_mono10bit,disassembly,1,12331
1048,nusar-2021_action_both_9014-a12_9014_user_id_2021-02-02_141945,C10395_rgb,disassembly,1,12325
1049,nusar-2021_action_both_9014-a12_9014_user_id_2021-02-02_141945,C10379_rgb,disassembly,1,12325
1050,nusar-2021_action_both_9014-a12_9014_user_id_2021-02-02_141945,HMC_21179183_mono10bit,disassembly,1,12331
1051,nusar-2021_action_both_9014-a12_9014_user_id_2021-02-02_141945,HMC_21110305_mono10bit,disassembly,1,12331
1052,nusar-2021_action_both_9014-a12_9014_user_id_2021-02-02_141945,C10119_rgb,disassembly,1,12325
1053,nusar-2021_action_both_9014-a12_9014_user_id_2021-02-02_141945,C10118_rgb,disassembly,1,12325
1054,nusar-2021_action_both_9014-a12_9014_user_id_2021-02-02_141945,C10404_rgb,disassembly,1,12323
